team,lineup,minutes,goals_for,goals_against,stints,net_goals,net_per_min,gf_per_min,ga_per_min
Denmark,"('Denmark_p12', 'Denmark_p3', 'Denmark_p4', 'Denmark_p6')",28.457971892,57,50,8,7,0.2459767697629856,2.002953696641454,1.7569769268784687
Denmark,"('Denmark_p12', 'Denmark_p3', 'Denmark_p4', 'Denmark_p7')",25.88471959,28,44,11,-16,-0.6181252976053584,1.0817192708093772,1.6998445684147356
Denmark,"('Denmark_p12', 'Denmark_p3', 'Denmark_p4', 'Denmark_p9')",12.641661148,20,25,3,-5,-0.39551764134977113,1.5820705653990845,1.9775882067488555
Denmark,"('Denmark_p12', 'Denmark_p3', 'Denmark_p6', 'Denmark_p9')",29.617584625,52,42,10,10,0.3376372559279891,1.7557137308255433,1.4180764748975543
Denmark,"('Denmark_p12', 'Denmark_p4', 'Denmark_p5', 'Denmark_p6')",10.420025915,11,19,3,-8,-0.7677524091839075,1.0556595626278729,1.8234119718117803
Denmark,"('Denmark_p12', 'Denmark_p4', 'Denmark_p5', 'Denmark_p7')",30.021201297,54,53,9,1,0.033309792972872454,1.7987288205351124,1.76541902756224
Denmark,"('Denmark_p12', 'Denmark_p4', 'Denmark_p5', 'Denmark_p9')",29.150256068,42,54,10,-12,-0.4116601916637407,1.4408106708230923,1.8524708624868331
Denmark,"('Denmark_p12', 'Denmark_p4', 'Denmark_p6', 'Denmark_p8')",9.364086218,19,17,4,2,0.21358197195531203,2.029028733575464,1.8154467616201522
Denmark,"('Denmark_p12', 'Denmark_p4', 'Denmark_p7', 'Denmark_p8')",11.524929493999998,15,20,6,-5,-0.43384213349010536,1.3015264004703162,1.7353685339604215
Denmark,"('Denmark_p12', 'Denmark_p4', 'Denmark_p8', 'Denmark_p9')",20.854946518,37,27,7,10,0.4795025482980239,1.7741594287026885,1.2946568804046645
Denmark,"('Denmark_p12', 'Denmark_p5', 'Denmark_p6', 'Denmark_p9')",23.592749131,32,49,9,-17,-0.7205603681710254,1.35634892832193,2.0769092964929556
Denmark,"('Denmark_p12', 'Denmark_p6', 'Denmark_p7', 'Denmark_p8')",41.601687905,73,56,13,17,0.40863726584412974,1.7547364945071453,1.3460992286630156
Denmark,"('Denmark_p12', 'Denmark_p6', 'Denmark_p8', 'Denmark_p9')",8.815006729,16,8,5,8,0.9075432663801883,1.8150865327603767,0.9075432663801883
Denmark,"('Denmark_p12', 'Denmark_p7', 'Denmark_p8', 'Denmark_p9')",30.982063033,58,49,12,9,0.29049066198121826,1.872050932767851,1.5815602707866327
Denmark,"('Denmark_p2', 'Denmark_p3', 'Denmark_p4', 'Denmark_p6')",23.820331367999998,33,44,8,-11,-0.46179038528310706,1.3853711558493211,1.8471615411324283
Denmark,"('Denmark_p2', 'Denmark_p3', 'Denmark_p4', 'Denmark_p7')",15.347725842,37,26,5,11,0.71671856229656,2.4107806186338836,1.6940620563373237
Denmark,"('Denmark_p2', 'Denmark_p3', 'Denmark_p4', 'Denmark_p9')",25.758701785,41,42,7,-1,-0.038821832262615326,1.5916951227672285,1.6305169550298437
Denmark,"('Denmark_p2', 'Denmark_p3', 'Denmark_p6', 'Denmark_p9')",20.055877043,35,23,4,12,0.5983283590277244,1.7451243804975296,1.1467960214698052
Denmark,"('Denmark_p2', 'Denmark_p4', 'Denmark_p5', 'Denmark_p6')",14.351399431,22,25,5,-3,-0.20903884770427306,1.5329515498313357,1.7419903975356088
Denmark,"('Denmark_p2', 'Denmark_p4', 'Denmark_p5', 'Denmark_p7')",14.805576816,19,30,6,-11,-0.742963285841899,1.2833002209996436,2.0262635068415427
Denmark,"('Denmark_p2', 'Denmark_p4', 'Denmark_p5', 'Denmark_p9')",17.79104514,25,27,5,-2,-0.11241610508330147,1.4052013135412684,1.51761741862457
Denmark,"('Denmark_p2', 'Denmark_p4', 'Denmark_p6', 'Denmark_p8')",21.193606459999998,35,23,12,12,0.5662084941818817,1.6514414413638216,1.08523294718194
Denmark,"('Denmark_p2', 'Denmark_p4', 'Denmark_p7', 'Denmark_p8')",31.43224739,68,54,9,14,0.44540245011096546,2.163383329110404,1.7179808789994382
Denmark,"('Denmark_p2', 'Denmark_p4', 'Denmark_p8', 'Denmark_p9')",12.841588395999999,23,20,5,3,0.23361595991773604,1.791055692702643,1.557439732784907
Denmark,"('Denmark_p2', 'Denmark_p5', 'Denmark_p6', 'Denmark_p9')",19.126005452999998,29,26,6,3,0.15685449883260577,1.516260155381856,1.35940565654925
Denmark,"('Denmark_p2', 'Denmark_p6', 'Denmark_p7', 'Denmark_p8')",21.368845752,37,30,12,7,0.32757969621942923,1.731492680016983,1.4039129837975537
Denmark,"('Denmark_p2', 'Denmark_p6', 'Denmark_p8', 'Denmark_p9')",18.736429049999998,35,30,6,5,0.26685981553139126,1.8680187087197389,1.6011588931883476
Denmark,"('Denmark_p2', 'Denmark_p7', 'Denmark_p8', 'Denmark_p9')",15.5028455,30,25,8,5,0.3225214364679052,1.9351286188074313,1.612607182339526
Denmark,"('Denmark_p3', 'Denmark_p4', 'Denmark_p5', 'Denmark_p7')",29.459717101,53,45,9,8,0.2715572580881451,1.7990668348339616,1.5275095767458164
Denmark,"('Denmark_p3', 'Denmark_p5', 'Denmark_p6', 'Denmark_p7')",24.287717907,35,35,7,0,0.0,1.4410575803794474,1.4410575803794474
Denmark,"('Denmark_p3', 'Denmark_p5', 'Denmark_p6', 'Denmark_p9')",18.175039347,28,20,7,8,0.44016410898832486,1.540574381459137,1.1004102724708122
Denmark,"('Denmark_p3', 'Denmark_p5', 'Denmark_p7', 'Denmark_p9')",26.358159487,55,42,8,13,0.49320590864516456,2.0866403827295423,1.5934344740843778
Denmark,"('Denmark_p3', 'Denmark_p6', 'Denmark_p7', 'Denmark_p8')",16.399986099,24,18,6,6,0.36585396864244013,1.4634158745697605,1.0975619059273205
Denmark,"('Denmark_p3', 'Denmark_p7', 'Denmark_p8', 'Denmark_p9')",15.0726662,29,20,4,9,0.597107365118986,1.924012620938955,1.326905255819969
Denmark,"('Denmark_p4', 'Denmark_p6', 'Denmark_p8', 'Denmark_p9')",19.810011836,51,28,8,23,1.1610290892508681,2.5744558065997514,1.413426717348883
Denmark,"('Denmark_p5', 'Denmark_p6', 'Denmark_p7', 'Denmark_p8')",23.286547387,41,37,7,4,0.17177299552071207,1.7606732040872985,1.5889002085665866
Denmark,"('Denmark_p5', 'Denmark_p7', 'Denmark_p8', 'Denmark_p9')",28.784126149000002,46,40,9,6,0.20844822486328798,1.598103057285208,1.3896548324219198
France,"('France_p1', 'France_p10', 'France_p12', 'France_p4')",8.478282124,14,9,4,5,0.5897421112994329,1.651277911638412,1.0615358003389792
France,"('France_p1', 'France_p10', 'France_p12', 'France_p5')",14.91484874,21,23,6,-2,-0.1340945546860437,1.407992824203459,1.5420873788895026
France,"('France_p1', 'France_p10', 'France_p12', 'France_p7')",8.411050679,12,16,4,-4,-0.47556484352030615,1.4266945305609184,1.9022593740812246
France,"('France_p1', 'France_p10', 'France_p12', 'France_p8')",27.564033051,49,49,9,0,0.0,1.7776789016809833,1.7776789016809833
France,"('France_p1', 'France_p10', 'France_p3', 'France_p4')",9.685181985,18,9,4,9,0.9292546091481626,1.8585092182963252,0.9292546091481626
France,"('France_p1', 'France_p10', 'France_p3', 'France_p5')",30.321060794,71,32,9,39,1.2862346823867523,2.3416067294733183,1.055372047086566
France,"('France_p1', 'France_p10', 'France_p3', 'France_p8')",52.253730145,100,57,15,43,0.8229077595164666,1.9137389756196899,1.0908312161032232
France,"('France_p1', 'France_p10', 'France_p3', 'France_p9')",27.640617394,59,26,11,33,1.1938951843804824,2.134539875104499,0.9406446907240165
France,"('France_p1', 'France_p10', 'France_p4', 'France_p6')",32.879934475,60,38,10,22,0.6691010901109772,1.8248211548481197,1.1557200647371424
France,"('France_p1', 'France_p10', 'France_p4', 'France_p7')",30.620263388999998,41,40,8,1,0.032658112286494546,1.3389826037462764,1.3063244914597818
France,"('France_p1', 'France_p10', 'France_p5', 'France_p6')",18.17085922,37,19,6,18,0.9905970753539303,2.036227321560857,1.0456302462069265
France,"('France_p1', 'France_p10', 'France_p5', 'France_p7')",25.483420324,53,29,9,24,0.941788806010356,2.0797836132728693,1.1379948072625135
France,"('France_p1', 'France_p10', 'France_p6', 'France_p8')",5.972979577,12,7,4,5,0.83710314685377,2.009047552449048,1.171944405595278
France,"('France_p1', 'France_p10', 'France_p6', 'France_p9')",31.610402409,60,35,12,25,0.7908788909590753,1.8981093383017806,1.1072304473427053
France,"('France_p1', 'France_p10', 'France_p7', 'France_p8')",19.319234907000002,28,26,6,2,0.10352376839081415,1.449332757471398,1.3458089890805838
France,"('France_p1', 'France_p11', 'France_p12', 'France_p3')",25.734161822,42,32,8,10,0.38858852560144597,1.632071807526073,1.243483281924627
France,"('France_p1', 'France_p11', 'France_p12', 'France_p6')",23.196232393,29,48,11,-19,-0.8190985362663331,1.2502030290380874,2.0693015653044204
France,"('France_p1', 'France_p11', 'France_p12', 'France_p7')",26.011784771,25,42,9,-17,-0.653549925530406,0.9611028316623619,1.614652757192768
France,"('France_p1', 'France_p11', 'France_p12', 'France_p8')",24.534786577,36,42,10,-6,-0.24455073131244057,1.4673043878746435,1.7118551191870839
France,"('France_p1', 'France_p11', 'France_p3', 'France_p4')",18.862553748,43,22,7,21,1.1133169071672828,2.2796489051520554,1.1663319979847726
France,"('France_p1', 'France_p11', 'France_p3', 'France_p5')",26.813395575,44,31,9,13,0.48483229077188594,1.6409708303048447,1.1561385395329586
France,"('France_p1', 'France_p11', 'France_p3', 'France_p7')",27.073743684,62,33,10,29,1.0711485023454062,2.2900416257039717,1.2188931233585656
France,"('France_p1', 'France_p11', 'France_p3', 'France_p8')",17.08670455,36,18,5,18,1.0534506491481412,2.1069012982962825,1.0534506491481412
France,"('France_p1', 'France_p11', 'France_p4', 'France_p6')",30.619522406999998,65,39,9,26,0.8491314676435345,2.1228286691088365,1.2736972014653019
France,"('France_p1', 'France_p11', 'France_p5', 'France_p6')",36.649342141,68,41,11,27,0.736711723122441,1.8554221174935552,1.118710394371114
France,"('France_p1', 'France_p11', 'France_p6', 'France_p7')",18.30788418,16,21,8,-5,-0.2731063814278511,0.8739404205691235,1.1470468019969744
France,"('France_p1', 'France_p11', 'France_p6', 'France_p8')",21.273699928,28,20,5,8,0.3760511818384054,1.3161791364344189,0.9401279545960135
France,"('France_p1', 'France_p11', 'France_p7', 'France_p8')",17.888801796000003,27,22,8,5,0.27950446637057696,1.5093241184011157,1.2298196520305387
France,"('France_p1', 'France_p12', 'France_p2', 'France_p3')",21.704932598,32,48,9,-16,-0.7371596261706116,1.4743192523412232,2.2114788785118344
France,"('France_p1', 'France_p12', 'France_p2', 'France_p6')",16.773592942,22,34,4,-12,-0.7154102309203396,1.3115854233539561,2.0269956542742955
France,"('France_p1', 'France_p12', 'France_p2', 'France_p7')",20.200270824,19,43,9,-24,-1.1881028828329139,0.9405814489093901,2.128684331742304
France,"('France_p1', 'France_p12', 'France_p2', 'France_p8')",19.55790725,30,32,7,-2,-0.10226042972977081,1.5339064459465621,1.636166875676333
France,"('France_p1', 'France_p12', 'France_p4', 'France_p5')",9.033918776,12,18,3,-6,-0.6641635981873034,1.3283271963746068,1.9924907945619101
France,"('France_p1', 'France_p12', 'France_p4', 'France_p9')",27.293401833,44,46,11,-2,-0.07327778384817656,1.6121112446598844,1.6853890285080608
France,"('France_p1', 'France_p12', 'France_p5', 'France_p9')",59.705245022,95,95,18,0,0.0,1.591149989669998,1.591149989669998
France,"('France_p1', 'France_p12', 'France_p8', 'France_p9')",19.95099771,32,33,7,-1,-0.050122806615268765,1.6039298116886005,1.6540526183038693
France,"('France_p1', 'France_p2', 'France_p3', 'France_p4')",9.614748899,15,10,3,5,0.5200343818152167,1.56010314544565,1.0400687636304333
France,"('France_p1', 'France_p2', 'France_p3', 'France_p5')",13.770580327000001,25,10,7,15,1.0892787118484377,1.8154645197473962,0.7261858078989585
France,"('France_p1', 'France_p2', 'France_p3', 'France_p7')",10.313320413,9,18,6,-9,-0.872657848257623,0.872657848257623,1.745315696515246
France,"('France_p1', 'France_p2', 'France_p3', 'France_p8')",22.686915476,37,38,5,-1,-0.044078270625104526,1.6308960131288674,1.6749742837539718
France,"('France_p1', 'France_p2', 'France_p4', 'France_p6')",8.771952701,17,16,3,1,0.11399970269857934,1.9379949458758488,1.8239952431772695
France,"('France_p1', 'France_p2', 'France_p5', 'France_p6')",31.681763434,45,50,10,-5,-0.1578194979713199,1.420375481741879,1.5781949797131989
France,"('France_p1', 'France_p2', 'France_p6', 'France_p7')",16.902959196,32,27,6,5,0.2958061923963719,1.8931596313367802,1.5973534389404083
France,"('France_p1', 'France_p2', 'France_p6', 'France_p8')",6.916900582,9,12,4,-3,-0.43372027173658745,1.3011608152097625,1.7348810869463498
France,"('France_p1', 'France_p2', 'France_p7', 'France_p8')",22.594225709,39,45,6,-6,-0.2655545747518141,1.7261047358867916,1.9916593106386056
France,"('France_p1', 'France_p3', 'France_p4', 'France_p9')",24.323265356,49,29,11,20,0.8222580195247696,2.0145321478356855,1.192274128310916
France,"('France_p1', 'France_p3', 'France_p5', 'France_p9')",16.981732697,28,18,10,10,0.5888680606641867,1.6488305698597228,1.059962509195536
France,"('France_p1', 'France_p4', 'France_p5', 'France_p7')",15.641608510000001,19,25,6,-6,-0.3835922626604596,1.214708831758122,1.5983010944185816
France,"('France_p1', 'France_p4', 'France_p5', 'France_p8')",25.844681276,41,38,10,3,0.11607804205292611,1.5863999080566569,1.4703218660037307
France,"('France_p1', 'France_p4', 'France_p6', 'France_p9')",25.937733338999998,38,31,7,7,0.26987709020336,1.4650470611039543,1.1951699709005943
France,"('France_p1', 'France_p4', 'France_p7', 'France_p9')",29.874004041,41,50,9,-9,-0.3012652735685556,1.3724306907011976,1.6736959642697533
France,"('France_p1', 'France_p4', 'France_p8', 'France_p9')",17.775541065000002,27,33,7,-6,-0.33754246793724807,1.5189411057176163,1.8564835736548644
France,"('France_p1', 'France_p5', 'France_p6', 'France_p9')",29.862650533,52,49,10,3,0.10045993729474288,1.7413055797755432,1.6408456424808004
France,"('France_p1', 'France_p5', 'France_p7', 'France_p9')",16.450430332,31,23,6,8,0.48630946659420193,1.8844491830525325,1.3981397164583305
France,"('France_p1', 'France_p5', 'France_p8', 'France_p9')",20.126520581,42,22,6,20,0.9937137380258643,2.086798849854315,1.0930851118284506
France,"('France_p1', 'France_p7', 'France_p8', 'France_p9')",36.943387625,63,69,10,-6,-0.16241066089834527,1.7053119394326253,1.8677226003309706
France,"('France_p10', 'France_p11', 'France_p12', 'France_p3')",20.519582961,30,35,7,-5,-0.24366966957871986,1.462018017472319,1.705687687051039
France,"('France_p10', 'France_p11', 'France_p12', 'France_p6')",11.83779245,16,19,6,-3,-0.25342562920166756,1.3516033557422271,1.6050289849438946
France,"('France_p10', 'France_p11', 'France_p3', 'France_p6')",30.486813583,59,41,10,18,0.5904191971717611,1.9352629240629946,1.3448437268912334
France,"('France_p10', 'France_p11', 'France_p3', 'France_p7')",20.907548501,43,21,10,22,1.0522515348438746,2.056673454467573,1.0044219196236985
France,"('France_p10', 'France_p11', 'France_p6', 'France_p7')",7.001624384,14,10,3,4,0.5712959994170403,1.9995359979596414,1.428239998542601
France,"('France_p10', 'France_p12', 'France_p2', 'France_p3')",15.786463812,26,22,6,4,0.25338163426817734,1.6469806227431525,1.393598988474975
France,"('France_p10', 'France_p12', 'France_p2', 'France_p6')",7.853945787,13,16,2,-3,-0.3819736068162906,1.6552189628705927,2.037192569686883
France,"('France_p10', 'France_p12', 'France_p3', 'France_p9')",9.568407466,9,15,4,-6,-0.6270635966664424,0.9405953949996636,1.567658991666106
France,"('France_p10', 'France_p12', 'France_p4', 'France_p5')",2.961169903,3,2,2,1,0.33770436440910967,1.0131130932273291,0.6754087288182193
France,"('France_p10', 'France_p12', 'France_p4', 'France_p7')",32.693612778,47,48,12,-1,-0.030587014252304177,1.4375896698582964,1.4681766841106005
France,"('France_p10', 'France_p12', 'France_p4', 'France_p8')",16.388177542999998,21,25,4,-4,-0.24407839062669598,1.2814115507901538,1.52548994141685
France,"('France_p10', 'France_p12', 'France_p5', 'France_p7')",23.125409443000002,35,49,9,-14,-0.6053946865030647,1.513486716257662,2.1188814027607266
France,"('France_p10', 'France_p12', 'France_p5', 'France_p8')",23.662676775999998,42,34,8,8,0.33808516575411474,1.7749471202091023,1.4368619544549874
France,"('France_p10', 'France_p12', 'France_p6', 'France_p9')",16.161983499999998,27,25,5,2,0.1237471873424447,1.6705870291230036,1.5468398417805589
France,"('France_p10', 'France_p12', 'France_p7', 'France_p9')",15.125012292000001,22,24,6,-2,-0.13223129749506718,1.454544272445739,1.5867755699408062
France,"('France_p10', 'France_p12', 'France_p8', 'France_p9')",18.143582033,25,23,5,2,0.1102318162070946,1.3778977025886825,1.267665886381588
France,"('France_p10', 'France_p2', 'France_p3', 'France_p6')",37.766371325,70,39,11,31,0.8208360748568687,1.8535008141929292,1.0326647393360606
France,"('France_p10', 'France_p2', 'France_p3', 'France_p7')",31.369746871,55,35,12,20,0.6375569456216795,1.7532816004596188,1.1157246548379391
France,"('France_p10', 'France_p2', 'France_p6', 'France_p7')",42.821322311,68,62,11,6,0.14011711166749075,1.5879939322315617,1.447876820564071
France,"('France_p10', 'France_p3', 'France_p4', 'France_p5')",10.350341392,20,10,3,10,0.9661517066218911,1.9323034132437822,0.9661517066218911
France,"('France_p10', 'France_p3', 'France_p4', 'France_p8')",36.314196301,61,32,12,29,0.7985857585729197,1.6797838369982103,0.8811980784252906
France,"('France_p10', 'France_p3', 'France_p4', 'France_p9')",21.436350732,54,16,6,38,1.772689786385792,2.519085485916652,0.7463956995308598
France,"('France_p10', 'France_p3', 'France_p5', 'France_p8')",11.177898105,19,16,7,3,0.268386772881573,1.6997828949166287,1.4313961220350557
France,"('France_p10', 'France_p3', 'France_p5', 'France_p9')",21.677526197,43,23,5,20,0.9226145003006775,1.9836211756464566,1.0610066753457792
France,"('France_p10', 'France_p3', 'France_p7', 'France_p9')",23.941842428,49,29,11,20,0.8353575987372629,2.046626116906294,1.2112685181690312
France,"('France_p10', 'France_p3', 'France_p8', 'France_p9')",21.159312965999998,36,23,7,13,0.6143866779081697,1.7013784926687776,1.086991814760608
France,"('France_p10', 'France_p4', 'France_p5', 'France_p6')",20.712178695,37,27,9,10,0.4828077310096808,1.7863886047358188,1.303580873726138
France,"('France_p10', 'France_p4', 'France_p5', 'France_p7')",17.151574003,27,21,5,6,0.34982212122050915,1.5741995454922912,1.2243774242717822
France,"('France_p10', 'France_p4', 'France_p6', 'France_p8')",7.921331591,6,10,5,-4,-0.504965605094059,0.7574484076410885,1.2624140127351473
France,"('France_p10', 'France_p4', 'France_p6', 'France_p9')",22.460998145,36,25,6,11,0.48973780813248,1.6027782811608438,1.1130404730283636
France,"('France_p10', 'France_p4', 'France_p7', 'France_p8')",39.414366305,51,50,13,1,0.025371459539948068,1.2939444365373516,1.2685729769974035
France,"('France_p10', 'France_p5', 'France_p6', 'France_p8')",24.029226109,28,28,6,0,0.0,1.165247681010949,1.165247681010949
France,"('France_p10', 'France_p5', 'France_p6', 'France_p9')",20.866947823,34,26,9,8,0.3833814158092746,1.629371017189417,1.2459896013801424
France,"('France_p10', 'France_p5', 'France_p7', 'France_p8')",7.9354660379999995,15,7,3,8,1.0081323468200822,1.8902481502876542,0.882115803467572
France,"('France_p10', 'France_p6', 'France_p7', 'France_p9')",39.904247956999995,73,55,12,18,0.45107979529889736,1.829379169823306,1.3782993745244085
France,"('France_p10', 'France_p6', 'France_p8', 'France_p9')",24.995627242,41,43,9,-2,-0.08001399527351777,1.6402869031071141,1.720300898380632
France,"('France_p10', 'France_p7', 'France_p8', 'France_p9')",25.719087821,60,40,9,20,0.7776325559909523,2.3328976679728566,1.5552651119819045
France,"('France_p11', 'France_p12', 'France_p3', 'France_p4')",39.500419369,60,68,13,-8,-0.20252949532678668,1.5189712149509003,1.721500710277687
France,"('France_p11', 'France_p12', 'France_p3', 'France_p5')",24.992747999000002,26,29,6,-3,-0.1200348197053015,1.0403017707792797,1.160336590484581
France,"('France_p11', 'France_p12', 'France_p3', 'France_p9')",33.855713317,60,39,10,21,0.6202793544289391,1.7722267269398262,1.151947372510887
France,"('France_p11', 'France_p12', 'France_p4', 'France_p6')",32.020983277,32,54,9,-22,-0.687049482824662,0.9993447022904175,1.6863941851150794
France,"('France_p11', 'France_p12', 'France_p4', 'France_p7')",14.364226081,24,32,5,-8,-0.5569391594707525,1.6708174784122571,2.22775663788301
France,"('France_p11', 'France_p12', 'France_p4', 'France_p8')",16.203144396,15,22,5,-7,-0.43201491197770603,0.9257462399522272,1.357761151929933
France,"('France_p11', 'France_p12', 'France_p5', 'France_p6')",8.737750882,10,16,5,-6,-0.6866755622845875,1.1444592704743124,1.8311348327588999
France,"('France_p11', 'France_p12', 'France_p5', 'France_p7')",20.37310783,38,33,8,5,0.2454215646292979,1.865203891182664,1.6197823265533662
France,"('France_p11', 'France_p12', 'France_p5', 'France_p8')",25.431727601,58,33,8,25,0.9830240553149435,2.280615808330669,1.2975917530157255
France,"('France_p11', 'France_p12', 'France_p6', 'France_p9')",29.628248313,39,43,8,-4,-0.13500629391731261,1.3163113656937981,1.4513176596111108
France,"('France_p11', 'France_p12', 'France_p7', 'France_p8')",20.455249548,24,40,7,-16,-0.7821952972245401,1.1732929458368102,1.9554882430613503
France,"('France_p11', 'France_p12', 'France_p7', 'France_p9')",5.215805536,7,9,2,-2,-0.3834498786804462,1.3420745753815617,1.725524454062008
France,"('France_p11', 'France_p2', 'France_p3', 'France_p6')",23.705805108,41,41,7,0,0.0,1.7295341716178931,1.7295341716178931
France,"('France_p11', 'France_p3', 'France_p4', 'France_p5')",10.526084206,13,18,5,-5,-0.475010450434164,1.2350271711288265,1.7100376215629904
France,"('France_p11', 'France_p3', 'France_p4', 'France_p7')",9.904494996,20,19,3,1,0.10096425919785482,2.019285183957096,1.9183209247592414
France,"('France_p11', 'France_p3', 'France_p4', 'France_p8')",18.563344674,41,19,5,22,1.1851312565894125,2.2086537054620874,1.0235224488726746
France,"('France_p11', 'France_p3', 'France_p5', 'France_p7')",11.573821431999999,15,14,7,1,0.0864018860041455,1.2960282900621827,1.2096264040580371
France,"('France_p11', 'France_p3', 'France_p5', 'France_p8')",7.3495763730000006,7,6,5,1,0.13606226389777798,0.9524358472844459,0.8163735833866679
France,"('France_p11', 'France_p3', 'France_p6', 'France_p9')",22.751803981000002,50,17,9,33,1.450434437091593,2.197627934987262,0.747193497895669
France,"('France_p11', 'France_p3', 'France_p7', 'France_p9')",25.77286023,58,33,9,25,0.9700126325482347,2.2504293075119044,1.2804166749636698
France,"('France_p11', 'France_p3', 'France_p8', 'France_p9')",14.664862576,39,15,6,24,1.6365649439686913,2.6594180339491236,1.022853089980432
France,"('France_p11', 'France_p4', 'France_p5', 'France_p6')",18.947348733,28,26,7,2,0.10555566523756768,1.4777793133259476,1.3722236480883798
France,"('France_p11', 'France_p4', 'France_p6', 'France_p7')",19.493454013,30,43,5,-13,-0.6668905362451633,1.5389781605657613,2.2058686968109247
France,"('France_p11', 'France_p4', 'France_p6', 'France_p8')",24.686852125,30,32,7,-2,-0.08101478430190905,1.2152217645286356,1.2962365488305447
France,"('France_p11', 'France_p4', 'France_p7', 'France_p8')",39.258499065,65,66,10,-1,-0.02547219134242263,1.655692437257471,1.6811646285998936
France,"('France_p11', 'France_p5', 'France_p6', 'France_p7')",26.650413894000003,38,59,8,-21,-0.7879802573996001,1.4258690371992764,2.213849294598876
France,"('France_p11', 'France_p5', 'France_p6', 'France_p8')",17.046184447999998,31,22,5,9,0.5279773915068692,1.818588792968105,1.2906114014612358
France,"('France_p11', 'France_p5', 'France_p7', 'France_p8')",26.062535881,47,25,8,22,0.8441235381104395,1.8033548314177572,0.9592312933073176
France,"('France_p11', 'France_p6', 'France_p7', 'France_p9')",29.935061836,46,55,13,-9,-0.300650790344337,1.536659595093278,1.8373103854376152
France,"('France_p11', 'France_p6', 'France_p8', 'France_p9')",14.742332716,25,15,3,10,0.6783187025176077,1.6957967562940193,1.0174780537764117
France,"('France_p12', 'France_p2', 'France_p3', 'France_p4')",22.078251269,15,45,8,-30,-1.3588032690851246,0.6794016345425623,2.038204903627687
France,"('France_p12', 'France_p2', 'France_p3', 'France_p5')",41.344396143,72,74,10,-2,-0.048374149499789444,1.74146938199242,1.7898435314922094
France,"('France_p12', 'France_p2', 'France_p3', 'France_p9')",23.3543667,38,43,5,-5,-0.21409272468090518,1.6271047075748795,1.8411974322557845
France,"('France_p12', 'France_p2', 'France_p4', 'France_p6')",25.380746218,33,35,12,-2,-0.07879988960220571,1.3001981784363943,1.3789980680386
France,"('France_p12', 'France_p2', 'France_p4', 'France_p7')",24.513886032000002,26,54,7,-28,-1.142209764843048,1.0606233530685445,2.2028331179115925
France,"('France_p12', 'France_p2', 'France_p4', 'France_p8')",15.354604334000001,16,26,4,-10,-0.6512704451691278,1.0420327122706046,1.6933031574397324
France,"('France_p12', 'France_p2', 'France_p5', 'France_p6')",17.099700509,27,16,7,11,0.6432861203744723,1.5789750227373411,0.9356889023628687
France,"('France_p12', 'France_p2', 'France_p5', 'France_p7')",40.303022905,50,75,13,-25,-0.6203008657422194,1.2406017314844389,1.8609025972266584
France,"('France_p12', 'France_p2', 'France_p5', 'France_p8')",28.047597615999997,43,47,10,-4,-0.14261470999277903,1.5331081324223745,1.6757228424151536
France,"('France_p12', 'France_p2', 'France_p6', 'France_p9')",20.757039269,32,41,7,-9,-0.4335878486023401,1.5416456839194315,1.9752335325217716
France,"('France_p12', 'France_p2', 'France_p7', 'France_p8')",20.299269162,26,39,8,-13,-0.640417144885977,1.280834289771954,1.921251434657931
France,"('France_p12', 'France_p2', 'France_p7', 'France_p9')",24.535851786000002,32,32,5,0,0.0,1.3042139428906638,1.3042139428906638
France,"('France_p12', 'France_p4', 'France_p5', 'France_p9')",21.253852689,31,32,5,-1,-0.04705029316955572,1.4585590882562272,1.505609381425783
France,"('France_p12', 'France_p4', 'France_p8', 'France_p9')",26.280415084,31,53,9,-22,-0.8371252862514338,1.1795856306270203,2.0167109168784543
France,"('France_p12', 'France_p5', 'France_p8', 'France_p9')",31.123275525,53,50,11,3,0.09639088268811,1.7029055941566098,1.6065147114685
France,"('France_p2', 'France_p3', 'France_p4', 'France_p5')",18.569477473,29,26,6,3,0.16155543441445763,1.5617025326730904,1.4001470982586328
France,"('France_p2', 'France_p3', 'France_p4', 'France_p7')",25.771533216,36,51,11,-15,-0.5820375479518385,1.3968901150844124,1.978927663036251
France,"('France_p2', 'France_p3', 'France_p4', 'France_p8')",12.657648887,18,18,5,0,0.0,1.4220650423070942,1.4220650423070942
France,"('France_p2', 'France_p3', 'France_p5', 'France_p7')",18.521633641,34,21,7,13,0.7018819317980051,1.8356912062409365,1.1338092744429313
France,"('France_p2', 'France_p3', 'France_p5', 'France_p8')",23.246711294999997,56,28,8,28,1.2044714473665081,2.4089428947330163,1.2044714473665081
France,"('France_p2', 'France_p3', 'France_p6', 'France_p9')",20.234388086,43,26,6,17,0.840153896809074,2.125095150752364,1.2849412539432896
France,"('France_p2', 'France_p3', 'France_p7', 'France_p9')",14.590223202,18,19,5,-1,-0.06853904742615054,1.2337028536707098,1.3022419010968602
France,"('France_p2', 'France_p3', 'France_p8', 'France_p9')",12.24963071,18,14,5,4,0.3265404561734743,1.4694320527806344,1.14289159660716
France,"('France_p2', 'France_p4', 'France_p5', 'France_p6')",9.622582006,15,13,3,2,0.20784442250041968,1.5588331687531476,1.350988746252728
France,"('France_p2', 'France_p4', 'France_p6', 'France_p7')",27.069322314,36,53,12,-17,-0.6280171997954954,1.3299187760375197,1.957935975833015
